timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
38120000,38120000,197388,-0.00022368877,-0.21691458,0.44075242,11.827326,0
39128000,39128000,197388,-0.0035173395,-0.21602245,0.43100205,11.827326,0
40124000,40124000,197388,0.0011575505,-0.2149515,0.4313868,11.827326,0
41120000,41120000,197388,0.0016554473,-0.21996808,0.42813247,11.827326,0
42112000,42112000,197388,0.013548743,-0.23128277,0.42867243,11.826593,0
43124000,43124000,197388,0.039575875,-0.21208382,0.43299887,11.820185,0
44120000,44120000,197388,0.030890342,-0.21040249,0.42785338,11.81637,0
45116000,45116000,197388,0.026870105,-0.21345082,0.42915556,11.814142,0
46124000,46124000,197388,0.02697961,-0.21083821,0.434779,11.812891,0
47120000,47120000,197388,0.028960012,-0.21230938,0.43413165,11.812159,0
48112000,48112000,197388,0.028088845,-0.21823744,0.42616695,11.811762,0
49120000,49120000,197388,0.027609179,-0.21612406,0.432895,11.811609,0
50120000,50120000,197388,0.031601686,-0.22431502,0.42815897,11.811518,0
51128000,51128000,197388,0.022852749,-0.21087655,0.42956382,11.811426,0
52124000,52124000,197388,0.030827032,-0.21627948,0.42801416,11.811304,0
53120000,53120000,197388,0.024424972,-0.21915078,0.42978296,11.811365,0
54112000,54112000,197388,0.027473805,-0.21828474,0.4334816,11.811396,0
55124000,55124000,197388,0.030713364,-0.21328788,0.4263545,11.811396,0
56120000,56120000,197388,0.025529837,-0.20945667,0.43506432,11.811396,0
57116000,57116000,197388,0.025973642,-0.21246421,0.4324809,11.811365,0
58124000,58124000,197388,0.032403126,-0.21856384,0.4284056,11.811304,0
59120000,59120000,197388,0.023169143,-0.21967886,0.43678984,11.811426,0
60116000,60116000,197388,0.028883856,-0.21779107,0.43032208,11.811548,0
61120000,61120000,197388,0.029059658,-0.21258976,0.43294647,11.811762,0
62120000,62120000,197388,0.024266675,-0.21693605,0.42794552,11.811853,0
63116000,63116000,197388,0.022479435,-0.21393746,0.43010384,11.811823,0
64124000,64124000,197388,0.026125256,-0.21123306,0.42396697,11.811823,0
65120000,65120000,197388,0.026637677,-0.21497971,0.42591608,11.811823,0
66116000,66116000,197388,0.03021506,-0.21731295,0.43478206,11.811914,0
67124000,67124000,197388,0.034124855,-0.21113801,0.42666057,11.812006,0
68120000,68120000,197388,0.02339554,-0.2180678,0.42702797,11.812159,0
69116000,69116000,197388,0.024506845,-0.21306525,0.4267563,11.812372,0
70124000,70124000,197388,0.031547096,-0.21577376,0.43415034,11.812677,0
71120000,71120000,197388,0.031668484,-0.21246749,0.43182945,11.812922,0
72116000,72116000,197388,0.02839903,-0.2084951,0.43387252,11.813105,0
73124000,73124000,197388,0.021089854,-0.20535786,0.41961414,11.813166,0
74120000,74120000,197388,0.031187147,-0.209775,0.42751464,11.813227,0
75128000,75128000,197388,0.029741287,-0.21224049,0.425295,11.813257,0
76124000,76124000,197388,0.02718533,-0.21652201,0.4316767,11.813227,0
77120000,77120000,197388,0.02837913,-0.2164841,0.42690128,11.813227,0
78116000,78116000,197388,0.02828787,-0.21243864,0.42610854,11.813135,0
79124000,79124000,197388,0.023716144,-0.21734712,0.42876104,11.812922,0
80120000,80120000,197388,0.029736055,-0.21257405,0.43392774,11.812738,0
81128000,81128000,197388,0.02247808,-0.21065943,0.4265717,11.812616,0
82124000,82124000,197388,0.033314973,-0.20960493,0.43390015,11.812464,0
83120000,83120000,197388,0.023569798,-0.21007176,0.42091787,11.812372,0
84116000,84116000,197388,0.02674438,-0.21239488,0.43468776,11.812311,0
85124000,85124000,197388,0.028541476,-0.21565157,0.4287835,11.81222,0
86120000,86120000,197388,0.02866616,-0.21769804,0.42746913,11.812159,0
87116000,87116000,197388,0.02278288,-0.21602936,0.4336855,11.812098,0
88124000,88124000,197388,0.031716928,-0.21418448,0.43091738,11.812006,0
89120000,89120000,197388,0.023270013,-0.21754967,0.42169714,11.811945,0
90128000,90128000,197388,0.0253592,-0.2103321,0.43072972,11.812006,0
91124000,91124000,197388,0.031921387,-0.21556455,0.42475674,11.812098,0
92120000,92120000,197388,0.029266732,-0.21194476,0.42496023,11.81222,0
93128000,93128000,197388,0.029253945,-0.21657225,0.42276263,11.812342,0
94124000,94124000,197388,0.026713511,-0.21015497,0.43011343,11.812464,0
95120000,95120000,197388,0.027495133,-0.21484932,0.4273907,11.812616,0
96116000,96116000,197388,0.025230268,-0.2165838,0.42940462,11.81283,0
97120000,97120000,197388,0.030642787,-0.21338855,0.4312305,11.813044,0
98120000,98120000,197388,0.032683555,-0.2160046,0.42014813,11.813135,0
99116000,99116000,197388,0.029645719,-0.2192997,0.4323594,11.813135,0
100124000,100124000,197388,0.015613276,-0.22728771,0.42071477,11.816858,0
101120000,101120000,197388,0.01862593,-0.23210041,0.42301697,11.821894,0
102128000,102128000,197388,0.0174638,-0.2327251,0.42082602,11.826746,0
103124000,103124000,197388,0.027015476,-0.21262051,0.4261947,11.827326,0
104120000,104120000,197388,0.02535958,-0.21346036,0.43193647,11.827326,0
105116000,105116000,197388,0.026486648,-0.22072707,0.43513492,11.827326,0
106120000,106120000,197388,0.02775689,-0.2209215,0.42417344,11.827326,0
