timestamp,unallocated_torque[0],unallocated_torque[1],unallocated_torque[2],unallocated_thrust[0],unallocated_thrust[1],unallocated_thrust[2],handled_motor_failure_mask,torque_setpoint_achieved,thrust_setpoint_achieved,actuator_saturation[0],actuator_saturation[1],actuator_saturation[2],actuator_saturation[3],actuator_saturation[4],actuator_saturation[5],actuator_saturation[6],actuator_saturation[7],actuator_saturation[8],actuator_saturation[9],actuator_saturation[10],actuator_saturation[11],actuator_saturation[12],actuator_saturation[13],actuator_saturation[14],actuator_saturation[15]
72192000,-2.8172508e-08,-5.820766e-10,1.4988473e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
72400000,2.211982e-08,2.2118911e-08,9.19681e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
72600000,9.4412826e-08,3.2712705e-08,-5.9517333e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
72800000,3.608875e-08,-2.6077032e-08,2.8063369e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
73000000,-5.7043508e-09,3.8417056e-09,-2.0612788e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
73200000,6.200571e-08,-2.3981556e-08,-1.4872057e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
73400000,-6.984919e-08,-2.561137e-09,2.8812792e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
73600000,-2.6426278e-08,-3.8708095e-09,1.0149961e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
73800000,-3.715104e-08,1.3271347e-08,-1.9113031e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
74000000,-5.763195e-08,2.165325e-08,1.0605618e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
74200000,1.4319085e-08,-2.0023435e-08,-3.2989192e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
74400000,4.5867637e-08,-2.2584572e-08,-1.8182618e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
74592000,1.8626451e-08,-2.2118911e-09,-9.982614e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
74800000,-6.641494e-08,1.9324943e-08,-1.5337719e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
75000000,-6.4232154e-08,2.2584572e-08,-1.7578714e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
75200000,-7.6252036e-08,-1.14087015e-08,1.1350494e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
75400000,2.7939677e-09,2.9220246e-08,-1.132139e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
75600000,3.8271537e-09,-1.7462298e-08,-2.5436748e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
75800000,1.4202669e-08,1.44355e-08,-1.2369128e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
75992000,-1.5264959e-08,-1.7054845e-08,6.4610504e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
76200000,-2.0954758e-09,-1.9441359e-08,-2.4869223e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
76400000,1.1059456e-09,4.0745363e-09,-3.5506673e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
76600000,4.4412445e-08,3.7020072e-08,-1.846638e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
76800000,-7.0940587e-09,4.656613e-10,3.2232492e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
77000000,-6.2340405e-08,-1.792796e-08,-6.91216e-11,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
77200000,2.8594513e-08,-1.5366822e-08,-5.820766e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
77400000,4.2535248e-08,2.3283064e-09,2.339948e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
77600000,-8.8941306e-08,-2.339948e-08,1.7433194e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
77800000,1.8888386e-08,-3.282912e-08,-1.4235411e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
78000000,4.9418304e-08,2.3515895e-08,-1.6225385e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
78200000,6.6298526e-08,-3.3760443e-08,-1.6822014e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
78400000,-2.73576e-09,-1.5599653e-08,1.2335022e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
78600000,-8.65839e-09,6.519258e-09,-1.2034434e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
78792000,6.8277586e-08,-1.9790605e-08,2.5436748e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
79000000,1.5454134e-08,-1.0477379e-08,-3.76167e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
79200000,-5.0407834e-08,-3.1664968e-08,-1.5599653e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
79400000,-2.0314474e-08,8.265488e-09,-2.5538611e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
79600000,-2.7532224e-08,1.3969839e-08,-6.7520887e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
79800000,-5.5297278e-08,3.213063e-08,-1.4275429e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
80000000,-3.585592e-08,-8.8475645e-09,-3.060609e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
80200000,-3.5157427e-08,-7.683411e-09,1.9063009e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
80400000,1.2805685e-08,-1.8626451e-08,-8.4983185e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
80600000,1.5483238e-08,1.1641532e-09,-7.872586e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
80800000,-4.17931e-08,7.916242e-09,1.36496965e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
81000000,-7.2293915e-08,-1.071021e-08,-9.313226e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
81200000,-5.005859e-08,4.656613e-09,3.688183e-08,0.0,0.0,5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
81400000,3.389141e-08,5.122274e-09,-1.094304e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
81600000,6.717892e-08,-1.6065314e-08,1.1466909e-08,0.0,0.0,5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
81800000,2.872548e-08,-2.0954758e-09,-6.1263563e-09,0.0,0.0,-1.1920929e-07,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
82000000,-5.372567e-08,-7.683411e-09,1.8189894e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
82200000,-3.221794e-08,3.236346e-08,7.916242e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
82400000,-1.7011189e-08,-3.9115548e-08,3.186142e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
82600000,2.7750502e-08,-4.4470653e-08,5.5988494e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
82800000,1.231092e-08,-1.839362e-08,-3.848527e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
83000000,-1.5366822e-08,-1.4551915e-08,1.17579475e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
83200000,1.754961e-08,-1.0477379e-08,3.2247044e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
83400000,2.4330802e-08,9.313226e-09,1.6807462e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
83600000,2.6775524e-09,-1.3969839e-09,1.3264071e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
83800000,1.4202669e-08,3.4924597e-10,-2.0809239e-09,0.0,0.0,-1.1920929e-07,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
84000000,-1.2980308e-08,1.3620593e-08,-1.6298145e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
84200000,3.3338438e-08,-2.5320332e-09,-1.6691047e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
84400000,2.4650944e-08,1.5133992e-08,3.1279342e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
84600000,-6.91507e-08,-1.9092113e-08,-1.8175342e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
84800000,3.2548996e-08,6.0535967e-09,1.830631e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
85000000,1.14087015e-08,5.2386895e-08,2.5029294e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
85200000,-7.016206e-08,-1.2747478e-08,-4.269532e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
85400000,1.3795216e-08,2.066372e-08,3.3396645e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
85592000,4.656613e-08,4.656613e-09,-1.504668e-08,0.0,0.0,5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
85800000,-2.9220246e-08,2.0489097e-08,-1.0342774e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
86000000,3.2014214e-09,1.9557774e-08,5.355105e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
86192000,-4.492904e-09,1.2223609e-08,-1.0438953e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
86400000,1.8742867e-08,2.4097972e-08,-9.516953e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
86600000,-5.9371814e-09,-2.3050234e-08,3.5797711e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
86792000,-1.5483238e-08,-2.7241185e-08,5.0786184e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
87000000,-2.7706847e-08,3.0267984e-08,2.8754584e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
87200000,2.8201612e-08,-4.353933e-08,-3.2800017e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
87400000,5.4598786e-08,-2.5844201e-08,-2.1536835e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
87600000,3.8417056e-08,-1.3620593e-08,2.3515895e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
87800000,-1.1030352e-08,-5.47152e-09,-1.625449e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
88000000,-4.067988e-08,-1.6298145e-09,2.5742338e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
88200000,1.7083948e-08,4.2142347e-08,-2.3370376e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
88400000,-9.825453e-08,2.0954758e-08,-2.5815098e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
88600000,3.0413503e-08,-2.0954758e-09,3.434252e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
88800000,-4.307367e-08,3.5157427e-08,-4.2491592e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
89000000,-2.287561e-08,-6.868504e-09,-2.5167537e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
89200000,-1.2369128e-08,-2.7241185e-08,-8.076313e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
89400000,7.159542e-08,-6.519258e-09,-2.3657776e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
89592000,8.837378e-08,3.0267984e-09,3.0267984e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
89800000,4.2247848e-08,9.778887e-09,2.2992026e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
90000000,-1.5366822e-08,2.73576e-08,-4.3946784e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
90200000,-7.756171e-09,4.0512532e-08,1.3795216e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
90400000,-1.504668e-08,8.061761e-09,1.8568244e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
90600000,4.6915375e-08,2.8521754e-08,3.0675437e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
90800000,-2.4789188e-08,2.9802322e-08,1.1990778e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
91000000,3.1257514e-08,-1.3271347e-08,-1.96178e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
91200000,2.8405339e-08,0.0,-2.4185283e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
91400000,-1.6472768e-08,-1.21071935e-08,-4.69754e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
91600000,-6.99074e-08,-2.3283064e-08,7.9744495e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
91800000,2.8812792e-09,6.0535967e-09,8.032657e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
92000000,-4.4412445e-08,2.537854e-08,1.0948327e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
92200000,-6.194023e-08,1.5948899e-08,3.1883246e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
92400000,1.0477379e-08,-5.378388e-08,-9.6197255e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
92600000,-4.109461e-08,2.7939677e-09,-6.830305e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
92800000,-1.9790605e-09,2.7008355e-08,-3.6670826e-09,0.0,0.0,-1.1920929e-07,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
93000000,2.4907422e-08,-3.958121e-09,-3.063178e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
93200000,-7.869676e-08,-8.8475645e-09,1.8146238e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
93400000,2.2351742e-08,-2.6775524e-08,-7.4360287e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
93600000,-7.610652e-08,-3.0035153e-08,6.693881e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
93800000,-4.8894435e-09,1.5366822e-08,-4.976755e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
94000000,-1.46683306e-08,-3.1664968e-08,-3.97813e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
94200000,1.5599653e-08,1.6763806e-08,1.1641532e-10,0.0,0.0,-1.1920929e-07,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
94400000,3.3417564e-08,-2.5262125e-08,6.5774657e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
94600000,-1.5716068e-09,-2.4097972e-08,3.0791853e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
94800000,4.48199e-08,2.1304004e-08,-7.392373e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
95000000,-5.6286808e-08,3.8417056e-08,-1.8626451e-09,0.0,0.0,-1.1920929e-07,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
95200000,4.5110937e-08,1.3038516e-08,-2.4185283e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
95400000,4.1618478e-08,-2.4447218e-08,1.8626451e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
95600000,5.9459126e-08,1.8626451e-09,-9.851647e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
95800000,2.764864e-09,-8.381903e-09,-2.4039764e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
95992000,5.6810677e-08,2.7939677e-09,6.9703674e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
96200000,5.0116796e-08,5.5879354e-09,1.4493708e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
96400000,-2.5494955e-08,-4.656613e-09,-4.1029125e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
96600000,-4.1909516e-08,3.282912e-08,2.6833732e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
96800000,8.4750354e-08,-1.1525117e-08,-7.625204e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
97000000,4.3888576e-08,9.546056e-09,3.259629e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
97200000,-4.924368e-08,-1.7462298e-08,3.3702236e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
97400000,8.869392e-09,1.7462298e-08,-2.3080247e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
97600000,-1.0684016e-07,-9.313226e-09,-1.2674718e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
97800000,4.831236e-08,-6.9849193e-10,-3.783498e-10,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
98000000,6.7520887e-09,-1.8626451e-08,3.3993274e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
98200000,4.0745363e-10,3.0267984e-09,-1.3358658e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
98400000,3.0500814e-08,-1.839362e-08,-2.0372681e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
98600000,-1.2398232e-08,-3.4924597e-10,-3.517198e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
98800000,-1.2177043e-07,5.820766e-09,1.853914e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
99000000,1.094304e-08,2.3283064e-09,-1.9063009e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
99200000,3.8926373e-08,-1.9092113e-08,1.778244e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
99400000,-4.656613e-09,8.381903e-09,-1.6497324e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
99600000,-7.147901e-08,-2.3981556e-08,-2.514571e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
99800000,-5.448237e-08,-1.2572855e-08,-4.656613e-10,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
100000000,-6.7520887e-09,-1.792796e-08,5.9517333e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
100200000,1.5133992e-09,-3.0966476e-08,3.550349e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
100400000,-4.656613e-10,1.6298145e-09,-1.6210834e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
100600000,4.656613e-09,4.8894435e-09,-1.3220415e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
100800000,6.391201e-08,5.122274e-09,-1.0837539e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
101000000,-3.7252903e-08,-1.5366822e-08,-4.627509e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
101200000,3.1432137e-08,2.3283064e-08,-9.57516e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
101400000,-3.1199306e-08,-1.1175871e-08,-7.21775e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
101600000,-2.6309863e-08,-1.3969839e-09,-2.764864e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
101800000,2.2584572e-08,1.3504177e-08,-1.2259989e-08,0.0,0.0,-1.1920929e-07,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
102000000,6.2864274e-09,-2.6775524e-08,-2.4592737e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
102200000,4.3422915e-08,-3.632158e-08,1.6880222e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
102400000,3.7252903e-08,-3.7252903e-09,1.0128133e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
102600000,1.4901161e-08,-7.450581e-09,-1.0506483e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
102800000,5.5879354e-08,1.8626451e-08,5.3987605e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
103000000,-2.2351742e-08,7.450581e-09,-1.12413545e-08,0.0,0.0,-2.9802322e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
103192000,5.2154064e-08,0.0,3.7107384e-09,0.0,0.0,2.9802322e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
103400000,2.9802322e-08,7.450581e-09,-1.3707904e-08,0.0,0.0,-7.450581e-09,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
103600000,0.0,0.0,8.1490725e-10,0.0,0.0,-7.450581e-09,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
103800000,7.450581e-09,-1.4901161e-08,-5.4133125e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
104000000,-0.090427384,0.07939966,0.00014954589,0.0,0.0,1.9790605e-09,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
104200000,-0.08985725,0.07862338,-0.0012106693,0.0,0.0,1.9790605e-09,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
