timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
65600000,65600000,0.7,2.5824127e-06,-0.10386109,1.0005157,0.0011979518,1.0,1
65696000,65696000,0.7,2.5764057e-06,-0.082961544,1.0005157,0.0007643411,1.0,1
65792000,65792000,0.7,2.5704455e-06,-0.11207764,1.0005151,0.0013949922,1.0,1
65896000,65896000,0.7,2.564074e-06,-0.09143828,1.0005128,0.0009285192,1.0,1
65992000,65992000,0.7,2.558293e-06,-0.095495954,1.0005115,0.0010127572,1.0,1
66096000,66096000,0.7,2.5520999e-06,-0.1369501,1.0005109,0.0020828615,1.0,1
66192000,66192000,0.7,2.5464303e-06,-0.07595314,1.0005105,0.00064065965,1.0,1
66296000,66296000,0.7,2.5403997e-06,-0.08388282,1.0005066,0.0007814184,1.0,1
66392000,66392000,0.7,2.5349593e-06,-0.089199856,1.000505,0.00088362204,1.0,1
66496000,66496000,0.7,2.529125e-06,-0.1294173,1.0005051,0.0018600425,1.0,1
66600000,66600000,0.7,2.5233098e-06,-0.09306813,1.0005058,0.00096192205,1.0,1
66696000,66696000,0.7,2.5180175e-06,-0.09394737,1.0005025,0.0009801862,1.0,1
66792000,66792000,0.7,2.5128452e-06,-0.10412349,1.0005004,0.0012040309,1.0,1
66896000,66896000,0.7,2.5072936e-06,-0.09219197,1.0005009,0.0009439005,1.0,1
66992000,66992000,0.7,2.5021825e-06,-0.0927945,1.0005015,0.0009562781,1.0,1
67096000,67096000,0.7,2.496714e-06,-0.13844587,1.0004988,0.0021286337,1.0,1
67192000,67192000,0.7,2.49175e-06,-0.11449098,1.0004982,0.0014557398,1.0,1
67296000,67296000,0.7,2.4864205e-06,-0.09640576,1.0004979,0.0010321606,1.0,1
67392000,67392000,0.7,2.4815333e-06,-0.040957477,1.0004976,0.00018629784,1.0,1
67496000,67496000,0.7,2.4763317e-06,-0.083954364,1.0004948,0.000782761,1.0,1
67592000,67592000,0.7,2.4716178e-06,-0.13386892,1.0004935,0.0019902273,1.0,1
67696000,67696000,0.7,2.4665576e-06,-0.08737406,1.0004936,0.00084782887,1.0,1
67800000,67800000,0.7,2.4615297e-06,-0.120903745,1.0004936,0.0016233892,1.0,1
67896000,67896000,0.7,2.4569342e-06,-0.08011146,1.0004925,0.000712743,1.0,1
67992000,67992000,0.7,2.4524031e-06,-0.10860431,1.0004914,0.0013099004,1.0,1
68096000,68096000,0.7,2.4475355e-06,-0.08713962,1.0004913,0.0008432873,1.0,1
68200000,68200000,0.7,2.4427163e-06,-0.1123109,1.0004904,0.0014008395,1.0,1
68296000,68296000,0.7,2.4383596e-06,-0.09272282,1.0004871,0.000954815,1.0,1
68392000,68392000,0.7,2.4341107e-06,-0.09385488,1.0004852,0.000978274,1.0,1
68496000,68496000,0.7,2.4295673e-06,-0.07820385,1.0004846,0.0006792089,1.0,1
68592000,68592000,0.7,2.4254111e-06,-0.09354714,1.0004845,0.0009718701,1.0,1
68696000,68696000,0.7,2.42096e-06,-0.10434507,1.0004828,0.0012091821,1.0,1
68800000,68800000,0.7,2.4165713e-06,-0.11168069,1.0004823,0.0013851736,1.0,1
68896000,68896000,0.7,2.4125502e-06,-0.10634915,1.0004823,0.0012560765,1.0,1
68992000,68992000,0.7,2.408545e-06,-0.106227085,1.0004828,0.0012531943,1.0,1
69096000,69096000,0.7,2.404261e-06,-0.0820233,1.0004807,0.0007471766,1.0,1
69192000,69192000,0.7,2.4003828e-06,-0.11328989,1.0004791,0.0014253838,1.0,1
69296000,69296000,0.7,2.3962286e-06,-0.09133591,1.0004791,0.00092647265,1.0,1
69392000,69392000,0.7,2.3924226e-06,-0.069936536,1.0004789,0.00054319756,1.0,1
69496000,69496000,0.7,2.388352e-06,-0.08288512,1.0004774,0.0007629626,1.0,1
69600000,69600000,0.7,2.3843338e-06,-0.10506312,1.0004768,0.0012258886,1.0,1
69696000,69696000,0.7,2.3806624e-06,-0.11765546,1.0004765,0.0015373572,1.0,1
69792000,69792000,0.7,2.377015e-06,-0.08205822,1.0004765,0.00074781606,1.0,1
69896000,69896000,0.7,2.373084e-06,-0.100418106,1.0004768,0.0011198877,1.0,1
69992000,69992000,0.7,2.3694647e-06,-0.048079982,1.000477,0.0002567314,1.0,1
70096000,70096000,0.7,2.365588e-06,-0.08739403,1.000476,0.00084823143,1.0,1
70192000,70192000,0.7,2.3620535e-06,-0.08468157,1.0004749,0.000796396,1.0,1
70296000,70296000,0.7,2.358288e-06,-0.08717804,1.0004735,0.00084404595,1.0,1
70392000,70392000,0.7,2.354867e-06,-0.070655406,1.0004727,0.0005544253,1.0,1
70496000,70496000,0.7,2.3512052e-06,-0.0633513,1.0004722,0.0004457215,1.0,1
70592000,70592000,0.7,2.347853e-06,-0.08657197,1.0004716,0.0008323526,1.0,1
70696000,70696000,0.7,2.3442797e-06,-0.06370072,1.0004699,0.00045065285,1.0,1
70800000,70800000,0.7,2.3407797e-06,-0.05954631,1.0004683,0.0003937893,1.0,1
70896000,70896000,0.7,2.3376024e-06,-0.105290465,1.0004674,0.0012312115,1.0,1
71000000,71000000,0.7,2.3341938e-06,-0.097345695,1.0004673,0.0010524176,1.0,1
71096000,71096000,0.7,2.331076e-06,-0.1310791,1.0004666,0.0019081907,1.0,1
71200000,71200000,0.7,2.3277355e-06,-0.10672214,1.0004662,0.001264923,1.0,1
71296000,71296000,0.7,2.3246791e-06,-0.08287433,1.0004658,0.00076277304,1.0,1
71392000,71392000,0.7,2.3216612e-06,-0.12067565,1.0004649,0.0016173162,1.0,1
71496000,71496000,0.7,2.3184161e-06,-0.07406211,1.0004653,0.0006091828,1.0,1
71592000,71592000,0.7,2.3154432e-06,-0.083527856,1.0004647,0.00077485136,1.0,1
71696000,71696000,0.7,2.3122564e-06,-0.112172246,1.0004642,0.0013974194,1.0,1
71800000,71800000,0.7,2.309098e-06,-0.08876794,1.0004638,0.00087512156,1.0,1
71896000,71896000,0.7,2.306213e-06,-0.07032281,1.0004635,0.000549223,1.0,1
71992000,71992000,0.7,2.303364e-06,-0.05542464,1.0004625,0.00034116342,1.0,1
72096000,72096000,0.7,2.3003263e-06,-0.06562604,1.0004613,0.0004783101,1.0,1
72192000,72192000,0.7,2.2975669e-06,-0.07465256,1.0004606,0.00061893766,1.0,1
72296000,72296000,0.7,2.2946056e-06,-0.081770524,1.0004605,0.00074259343,1.0,1
