timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],reset_integral,fw_control_yaw_wheel
3816000,0.0,-0.0,2.1437607,0.0,0.47847396,0.0,0.0,0.87810177,0.0,0.0,-0.001,0,0
3864000,0.0,-0.0,2.1436083,0.0,0.47854087,0.0,0.0,0.87806535,0.0,0.0,-0.001,0,0
3912000,0.0,-0.0,2.1355853,0.0,0.48205936,0.0,0.0,0.87613857,0.0,0.0,-0.001,0,0
3960000,0.0,-0.0,2.0711174,0.0,0.51004547,0.0,0.0,0.8601474,0.0,0.0,-0.001,0,0
4016000,0.0,-0.0,2.0721989,0.0,0.50958025,0.0,0.0,0.86042327,0.0,0.0,-0.001,0,0
4064000,0.0,-0.0,2.0754817,0.0,0.50816727,0.0,0.0,0.86125845,0.0,0.0,-0.001,0,0
4112000,0.0,-0.0,2.027627,0.0,0.5286275,0.0,0.0,0.8488539,0.0,0.0,-0.001,0,0
4160000,0.0,-0.0,2.0254593,0.0,0.5295472,0.0,0.0,0.84828043,0.0,0.0,-0.001,0,0
4216000,0.0,-0.0,2.0225382,0.0,0.53078556,0.0,0.0,0.8475063,0.0,0.0,-0.001,0,0
4264000,0.0,-0.0,2.0398283,0.0,0.5234391,0.0,0.0,0.85206306,0.0,0.0,-0.001,0,0
4312000,0.0,-0.0,2.0337641,0.0,0.5260202,0.0,0.0,0.85047203,0.0,0.0,-0.001,0,0
4360000,0.0,-0.0,2.022667,0.0,0.53073096,0.0,0.0,0.8475403,0.0,0.0,-0.001,0,0
4416000,0.0,-0.0,1.9679568,0.0,0.5537141,0.0,0.0,0.83270687,0.0,0.0,-0.001,0,0
4464000,0.0,-0.0,1.9694163,0.0,0.5531063,0.0,0.0,0.83311063,0.0,0.0,-0.001,0,0
4512000,0.0,-0.0,1.9691693,0.0,0.5532092,0.0,0.0,0.8330424,0.0,0.0,-0.001,0,0
4568000,0.0,-0.0,1.9606065,0.0,0.5567707,0.0,0.0,0.83066624,0.0,0.0,-0.001,0,0
4616000,0.0,-0.0,1.9525386,0.0,0.560117,0.0,0.0,0.8284135,0.0,0.0,-0.001,0,0
4664000,0.0,-0.0,1.9459223,0.0,0.56285447,0.0,0.0,0.8265561,0.0,0.0,-0.001,0,0
4712000,0.0,-0.0,1.9397926,0.0,0.56538504,0.0,0.0,0.82482713,0.0,0.0,-0.001,0,0
4760000,0.0,-0.0,1.8794312,0.0,0.5900176,0.0,0.0,0.8073904,0.0,0.0,-0.001,0,0
4816000,0.0,-0.0,1.8780578,0.0,0.59057194,0.0,0.0,0.806985,0.0,0.0,-0.001,0,0
4864000,0.0,-0.0,1.8785596,0.0,0.59036946,0.0,0.0,0.8071332,0.0,0.0,-0.001,0,0
4912000,0.0,-0.0,1.8788728,0.0,0.5902431,0.0,0.0,0.80722564,0.0,0.0,-0.001,0,0
4960000,0.0,-0.0,1.873819,0.0,0.592281,0.0,0.0,0.8057315,0.0,0.0,-0.001,0,0
5016000,0.0,-0.0,1.867006,0.0,0.59502226,0.0,0.0,0.8037092,0.0,0.0,-0.001,0,0
5064000,0.0,-0.0,1.8615563,0.0,0.59721005,0.0,0.0,0.8020849,0.0,0.0,-0.001,0,0
5112000,0.0,-0.0,1.8570412,0.0,0.5990192,0.0,0.0,0.80073464,0.0,0.0,-0.001,0,0
5160000,0.0,-0.0,1.8530174,0.0,0.60062903,0.0,0.0,0.7995278,0.0,0.0,-0.001,0,0
5216000,0.0,-0.0,1.813623,0.0,0.61626,0.0,0.0,0.7875429,0.0,0.0,-0.001,0,0
5264000,0.0,-0.0,1.8120402,0.0,0.61688304,0.0,0.0,0.78705484,0.0,0.0,-0.001,0,0
5312000,0.0,-0.0,1.810285,0.0,0.61757356,0.0,0.0,0.7865131,0.0,0.0,-0.001,0,0
5368000,0.0,-0.0,1.8114874,0.0,0.61710054,0.0,0.0,0.7868843,0.0,0.0,-0.001,0,0
5416000,0.0,-0.0,1.7900136,0.0,0.62551355,0.0,0.0,0.78021324,0.0,0.0,-0.001,0,0
5464000,0.0,-0.0,1.7871696,0.0,0.6266224,0.0,0.0,0.77932304,0.0,0.0,-0.001,0,0
5512000,0.0,-0.0,1.7833652,0.0,0.6281036,0.0,0.0,0.7781298,0.0,0.0,-0.001,0,0
5568000,0.0,-0.0,1.7849188,0.0,0.627499,0.0,0.0,0.7786174,0.0,0.0,-0.001,0,0
5616000,0.0,-0.0,1.7722799,0.0,0.6324069,0.0,0.0,0.7746364,0.0,0.0,-0.001,0,0
5664000,0.0,-0.0,1.7697871,0.0,0.6333719,0.0,0.0,0.77384764,0.0,0.0,-0.001,0,0
5712000,0.0,-0.0,1.7655021,0.0,0.6350284,0.0,0.0,0.77248883,0.0,0.0,-0.001,0,0
5760000,0.0,-0.0,1.7361346,0.0,0.6463025,0.0,0.0,0.7630813,0.0,0.0,-0.001,0,0
5816000,0.0,-0.0,1.7353393,0.0,0.64660597,0.0,0.0,0.7628242,0.0,0.0,-0.001,0,0
5864000,0.0,-0.0,1.735239,0.0,0.6466442,0.0,0.0,0.76279175,0.0,0.0,-0.001,0,0
5912000,0.0,-0.0,1.7349476,0.0,0.64675534,0.0,0.0,0.7626976,0.0,0.0,-0.001,0,0
5968000,0.0,-0.0,1.7215798,0.0,0.65183866,0.0,0.0,0.7583577,0.0,0.0,-0.001,0,0
6016000,0.0,-0.0,1.7203904,0.0,0.6522895,0.0,0.0,0.7579699,0.0,0.0,-0.001,0,0
6064000,0.0,-0.0,1.7190363,0.0,0.6528025,0.0,0.0,0.7575281,0.0,0.0,-0.001,0,0
6112000,0.0,-0.0,1.717484,0.0,0.6533903,0.0,0.0,0.7570213,0.0,0.0,-0.001,0,0
6160000,0.0,-0.0,1.715964,0.0,0.6539655,0.0,0.0,0.75652444,0.0,0.0,-0.001,0,0
6216000,0.0,-0.0,1.7026713,0.0,0.6589791,0.0,0.0,0.7521612,0.0,0.0,-0.001,0,0
6264000,0.0,-0.0,1.7018541,0.0,0.6592864,0.0,0.0,0.751892,0.0,0.0,-0.001,0,0
6312000,0.0,-0.0,1.7005334,0.0,0.65978277,0.0,0.0,0.75145644,0.0,0.0,-0.001,0,0
6360000,0.0,-0.0,1.6990988,0.0,0.6603216,0.0,0.0,0.75098294,0.0,0.0,-0.001,0,0
6416000,0.0,-0.0,1.6892715,0.0,0.66400373,0.0,0.0,0.74772936,0.0,0.0,-0.001,0,0
6464000,0.0,-0.0,1.6887642,0.0,0.66419333,0.0,0.0,0.7475608,0.0,0.0,-0.001,0,0
6512000,0.0,-0.0,1.6877972,0.0,0.6645547,0.0,0.0,0.7472396,0.0,0.0,-0.001,0,0
6560000,0.0,-0.0,1.6867609,0.0,0.6649418,0.0,0.0,0.74689513,0.0,0.0,-0.001,0,0
6616000,0.0,-0.0,1.6812977,0.0,0.66697955,0.0,0.0,0.745076,0.0,0.0,-0.001,0,0
6664000,0.0,-0.0,1.7078527,0.0,0.65702826,0.0,0.0,0.7538661,0.0,0.0,-0.001,0,0
6712000,0.0,-0.0,1.6386982,0.0,0.68269694,0.0,0.0,0.7307016,0.0,0.0,-0.001,0,0
6760000,0.0,-0.0,1.6569798,0.0,0.67598933,0.0,0.0,0.7369115,0.0,0.0,-0.001,0,0
6816000,0.0,-0.0,1.666213,0.0,0.6725801,0.0,0.0,0.7400243,0.0,0.0,-0.001,0,0
6864000,0.0,-0.0,1.6680186,0.0,0.6719118,0.0,0.0,0.7406312,0.0,0.0,-0.001,0,0
6912000,0.0,-0.0,1.6679337,0.0,0.6719432,0.0,0.0,0.7406027,0.0,0.0,-0.001,0,0
6960000,0.0,-0.0,1.6676873,0.0,0.67203444,0.0,0.0,0.74051994,0.0,0.0,-0.001,0,0
7016000,0.0,-0.0,1.6668774,0.0,0.67233425,0.0,0.0,0.7402477,0.0,0.0,-0.001,0,0
7064000,0.0,-0.0,1.6657001,0.0,0.6727699,0.0,0.0,0.7398518,0.0,0.0,-0.001,0,0
7112000,0.0,-0.0,1.6643798,0.0,0.6732581,0.0,0.0,0.7394076,0.0,0.0,-0.001,0,0
7160000,0.0,-0.0,1.6633139,0.0,0.6736521,0.0,0.0,0.7390486,0.0,0.0,-0.001,0,0
7216000,0.0,-0.0,1.6626285,0.0,0.6739054,0.0,0.0,0.7388177,0.0,0.0,-0.001,0,0
7264000,0.0,-0.0,1.662497,0.0,0.6739539,0.0,0.0,0.73877347,0.0,0.0,-0.001,0,0
7312000,0.0,-0.0,1.6625499,0.0,0.6739344,0.0,0.0,0.73879117,0.0,0.0,-0.001,0,0
7360000,0.0,-0.0,1.6628821,0.0,0.6738117,0.0,0.0,0.73890316,0.0,0.0,-0.001,0,0
7416000,0.0,-0.0,1.6631718,0.0,0.6737046,0.0,0.0,0.73900074,0.0,0.0,-0.001,0,0
7464000,0.0,-0.0,1.6633296,0.0,0.67364633,0.0,0.0,0.73905385,0.0,0.0,-0.001,0,0
7512000,0.0,-0.0,1.6635884,0.0,0.67355067,0.0,0.0,0.7391411,0.0,0.0,-0.001,0,0
7560000,0.0,-0.0,1.6636881,0.0,0.6735138,0.0,0.0,0.73917466,0.0,0.0,-0.001,0,0
7616000,0.0,-0.0,1.6636968,0.0,0.6735106,0.0,0.0,0.7391776,0.0,0.0,-0.001,0,0
7664000,0.0,-0.0,1.6639476,0.0,0.6734179,0.0,0.0,0.7392621,0.0,0.0,-0.001,0,0
7712000,0.0,-0.0,1.6640075,0.0,0.67339575,0.0,0.0,0.7392822,0.0,0.0,-0.001,0,0
7760000,0.0,-0.0,1.6636722,0.0,0.6735197,0.0,0.0,0.73916936,0.0,0.0,-0.001,0,0
7816000,0.0,-0.0,1.6625938,0.0,0.6739182,0.0,0.0,0.738806,0.0,0.0,-0.001,0,0
7864000,0.0,-0.0,1.6617193,0.0,0.6742411,0.0,0.0,0.7385114,0.0,0.0,-0.001,0,0
7912000,0.0,-0.0,1.6610923,0.0,0.67447263,0.0,0.0,0.73829997,0.0,0.0,-0.001,0,0
7960000,0.0,-0.0,1.6606431,0.0,0.67463845,0.0,0.0,0.73814833,0.0,0.0,-0.001,0,0
8016000,0.0,-0.0,1.6604319,0.0,0.6747164,0.0,0.0,0.7380771,0.0,0.0,-0.001,0,0
8064000,0.0,-0.0,1.6609933,0.0,0.67450917,0.0,0.0,0.73826647,0.0,0.0,-0.001,0,0
8112000,0.0,-0.0,1.6616387,0.0,0.67427087,0.0,0.0,0.73848414,0.0,0.0,-0.001,0,0
8160000,0.0,-0.0,1.6620655,0.0,0.6741133,0.0,0.0,0.73862803,0.0,0.0,-0.001,0,0
8216000,0.0,-0.0,1.6620013,0.0,0.67413706,0.0,0.0,0.7386063,0.0,0.0,-0.001,0,0
8264000,0.0,-0.0,1.6616762,0.0,0.6742571,0.0,0.0,0.73849666,0.0,0.0,-0.001,0,0
8312000,0.0,-0.0,1.6614095,0.0,0.6743555,0.0,0.0,0.73840696,0.0,0.0,-0.001,0,0
8360000,0.0,-0.0,1.6614145,0.0,0.67435366,0.0,0.0,0.73840857,0.0,0.0,-0.001,0,0
8416000,0.0,-0.0,1.6615129,0.0,0.67431736,0.0,0.0,0.73844165,0.0,0.0,-0.001,0,0
8464000,0.0,-0.0,1.6621135,0.0,0.6740956,0.0,0.0,0.7386442,0.0,0.0,-0.001,0,0
8512000,0.0,-0.0,1.6623896,0.0,0.6739936,0.0,0.0,0.73873717,0.0,0.0,-0.001,0,0
8560000,0.0,-0.0,1.662583,0.0,0.6739221,0.0,0.0,0.73880243,0.0,0.0,-0.001,0,0
8616000,0.0,-0.0,1.6626021,0.0,0.6739151,0.0,0.0,0.7388088,0.0,0.0,-0.001,0,0
8664000,0.0,-0.0,1.6625863,0.0,0.6739209,0.0,0.0,0.73880357,0.0,0.0,-0.001,0,0
8712000,0.0,-0.0,1.6624655,0.0,0.6739656,0.0,0.0,0.7387628,0.0,0.0,-0.001,0,0
8760000,0.0,-0.0,1.6623998,0.0,0.67398983,0.0,0.0,0.7387406,0.0,0.0,-0.001,0,0
8816000,0.0,-0.0,1.6624374,0.0,0.67397594,0.0,0.0,0.73875326,0.0,0.0,-0.001,0,0
8864000,0.0,-0.0,1.6629289,0.0,0.6737943,0.0,0.0,0.73891896,0.0,0.0,-0.001,0,0
8912000,0.0,-0.0,1.6633676,0.0,0.67363226,0.0,0.0,0.7390667,0.0,0.0,-0.001,0,0
8968000,0.0,-0.0,1.6635442,0.0,0.673567,0.0,0.0,0.7391262,0.0,0.0,-0.001,0,0
9016000,0.0,-0.0,1.6635482,0.0,0.6735655,0.0,0.0,0.7391275,0.0,0.0,-0.001,0,0
9064000,0.0,-0.0,1.6634657,0.0,0.673596,0.0,0.0,0.7390998,0.0,0.0,-0.001,0,0
9112000,0.0,-0.0,1.6634356,0.0,0.6736072,0.0,0.0,0.7390896,0.0,0.0,-0.001,0,0
9160000,0.0,-0.0,1.6633421,0.0,0.6736417,0.0,0.0,0.7390582,0.0,0.0,-0.001,0,0
9216000,0.0,-0.0,1.6631597,0.0,0.6737091,0.0,0.0,0.7389967,0.0,0.0,-0.001,0,0
9264000,0.0,-0.0,1.663256,0.0,0.6736735,0.0,0.0,0.7390291,0.0,0.0,-0.001,0,0
9320000,0.0,-0.0,1.6634163,0.0,0.67361426,0.0,0.0,0.7390832,0.0,0.0,-0.001,0,0
9360000,0.0,-0.0,1.6633359,0.0,0.673644,0.0,0.0,0.739056,0.0,0.0,-0.001,0,0
9416000,0.0,-0.0,1.6631562,0.0,0.6737104,0.0,0.0,0.73899543,0.0,0.0,-0.001,0,0
9464000,0.0,-0.0,1.6630033,0.0,0.67376685,0.0,0.0,0.7389441,0.0,0.0,-0.001,0,0
9520000,0.0,-0.0,1.6628044,0.0,0.6738404,0.0,0.0,0.738877,0.0,0.0,-0.001,0,0
9560000,0.0,-0.0,1.6627111,0.0,0.67387486,0.0,0.0,0.73884547,0.0,0.0,-0.001,0,0
9616000,0.0,-0.0,1.66268,0.0,0.6738863,0.0,0.0,0.7388351,0.0,0.0,-0.001,0,0
9664000,0.0,-0.0,1.6627377,0.0,0.673865,0.0,0.0,0.7388545,0.0,0.0,-0.001,0,0
9712000,0.0,-0.0,1.6628103,0.0,0.67383814,0.0,0.0,0.7388791,0.0,0.0,-0.001,0,0
9768000,0.0,-0.0,1.6628448,0.0,0.67382544,0.0,0.0,0.7388905,0.0,0.0,-0.001,0,0
9816000,0.0,-0.0,1.6627518,0.0,0.6738598,0.0,0.0,0.7388593,0.0,0.0,-0.001,0,0
9864000,0.0,-0.0,1.6626136,0.0,0.67391086,0.0,0.0,0.7388126,0.0,0.0,-0.001,0,0
9912000,0.0,-0.0,1.6624515,0.0,0.67397076,0.0,0.0,0.738758,0.0,0.0,-0.001,0,0
9960000,0.0,-0.0,1.6623868,0.0,0.67399466,0.0,0.0,0.7387363,0.0,0.0,-0.001,0,0
10016000,0.0,-0.0,1.6623404,0.0,0.67401177,0.0,0.0,0.73872066,0.0,0.0,-0.001,0,0
10064000,0.0,-0.0,1.6624415,0.0,0.6739744,0.0,0.0,0.73875475,0.0,0.0,-0.001,0,0
10112000,0.0,-0.0,1.6624323,0.0,0.6739778,0.0,0.0,0.7387516,0.0,0.0,-0.001,0,0
10160000,0.0,-0.0,1.6623396,0.0,0.67401206,0.0,0.0,0.7387203,0.0,0.0,-0.001,0,0
10216000,0.0,-0.0,1.6622514,0.0,0.67404467,0.0,0.0,0.7386907,0.0,0.0,-0.001,0,0
10264000,0.0,-0.0,1.6621097,0.0,0.67409694,0.0,0.0,0.738643,0.0,0.0,-0.001,0,0
10312000,0.0,-0.0,1.6618893,0.0,0.67417836,0.0,0.0,0.73856854,0.0,0.0,-0.001,0,0
10360000,0.0,-0.0,1.6617266,0.0,0.67423844,0.0,0.0,0.73851377,0.0,0.0,-0.001,0,0
10416000,0.0,-0.0,1.6616737,0.0,0.674258,0.0,0.0,0.7384959,0.0,0.0,-0.001,0,0
10464000,0.0,-0.0,1.6617694,0.0,0.67422265,0.0,0.0,0.73852813,0.0,0.0,-0.001,0,0
10512000,0.0,-0.0,1.6617042,0.0,0.6742467,0.0,0.0,0.73850626,0.0,0.0,-0.001,0,0
10560000,0.0,-0.0,1.6615305,0.0,0.67431086,0.0,0.0,0.7384476,0.0,0.0,-0.001,0,0
10616000,0.0,-0.0,1.6613319,0.0,0.6743842,0.0,0.0,0.73838073,0.0,0.0,-0.001,0,0
10664000,0.0,-0.0,1.66104,0.0,0.674492,0.0,0.0,0.73828214,0.0,0.0,-0.001,0,0
10712000,0.0,-0.0,1.660825,0.0,0.6745713,0.0,0.0,0.7382097,0.0,0.0,-0.001,0,0
10768000,0.0,-0.0,1.660639,0.0,0.67463994,0.0,0.0,0.73814696,0.0,0.0,-0.001,0,0
10816000,0.0,-0.0,1.6605688,0.0,0.67466587,0.0,0.0,0.7381233,0.0,0.0,-0.001,0,0
10864000,0.0,-0.0,1.6606156,0.0,0.6746486,0.0,0.0,0.7381391,0.0,0.0,-0.001,0,0
10912000,0.0,-0.0,1.6606364,0.0,0.6746409,0.0,0.0,0.7381461,0.0,0.0,-0.001,0,0
10960000,0.0,-0.0,1.660648,0.0,0.67463666,0.0,0.0,0.73815,0.0,0.0,-0.001,0,0
11016000,0.0,-0.0,1.6605539,0.0,0.67467135,0.0,0.0,0.73811823,0.0,0.0,-0.001,0,0
11064000,0.0,-0.0,1.660472,0.0,0.6747016,0.0,0.0,0.73809063,0.0,0.0,-0.001,0,0
11112000,0.0,-0.0,1.6603794,0.0,0.6747358,0.0,0.0,0.73805934,0.0,0.0,-0.001,0,0
11160000,0.0,-0.0,1.6602174,0.0,0.67479557,0.0,0.0,0.7380047,0.0,0.0,-0.001,0,0
11216000,0.0,-0.0,1.660091,0.0,0.6748422,0.0,0.0,0.7379622,0.0,0.0,-0.001,0,0
11264000,0.0,-0.0,1.6601073,0.0,0.67483616,0.0,0.0,0.7379676,0.0,0.0,-0.001,0,0
11312000,0.0,-0.0,1.6602339,0.0,0.6747895,0.0,0.0,0.7380102,0.0,0.0,-0.001,0,0
11360000,0.0,-0.0,1.660302,0.0,0.67476434,0.0,0.0,0.73803335,0.0,0.0,-0.001,0,0
11416000,0.0,-0.0,1.660276,0.0,0.67477393,0.0,0.0,0.7380245,0.0,0.0,-0.001,0,0
11464000,0.0,-0.0,1.6602615,0.0,0.67477924,0.0,0.0,0.7380197,0.0,0.0,-0.001,0,0
11512000,0.0,-0.0,1.6601571,0.0,0.6748178,0.0,0.0,0.7379844,0.0,0.0,-0.001,0,0
11560000,0.0,-0.0,1.660041,0.0,0.67486066,0.0,0.0,0.73794514,0.0,0.0,-0.001,0,0
11616000,0.0,-0.0,1.6599814,0.0,0.67488265,0.0,0.0,0.7379251,0.0,0.0,-0.001,0,0
11664000,0.0,-0.0,1.6600202,0.0,0.6748683,0.0,0.0,0.7379383,0.0,0.0,-0.001,0,0
11712000,0.0,-0.0,1.6600453,0.0,0.67485905,0.0,0.0,0.7379466,0.0,0.0,-0.001,0,0
11768000,0.0,-0.0,1.6600918,0.0,0.6748419,0.0,0.0,0.7379624,0.0,0.0,-0.001,0,0
11816000,0.0,-0.0,1.6601053,0.0,0.6748369,0.0,0.0,0.737967,0.0,0.0,-0.001,0,0
11864000,0.0,-0.0,1.6601294,0.0,0.674828,0.0,0.0,0.73797506,0.0,0.0,-0.001,0,0
11912000,0.0,-0.0,1.6600479,0.0,0.6748581,0.0,0.0,0.7379475,0.0,0.0,-0.001,0,0
11960000,0.0,-0.0,1.660008,0.0,0.6748728,0.0,0.0,0.73793405,0.0,0.0,-0.001,0,0
12016000,0.0,-0.0,1.659912,0.0,0.6749082,0.0,0.0,0.7379016,0.0,0.0,-0.001,0,0
12064000,0.0,-0.0,1.6599542,0.0,0.67489266,0.0,0.0,0.73791593,0.0,0.0,-0.001,0,0
12112000,0.0,-0.0,1.6599895,0.0,0.6748796,0.0,0.0,0.7379279,0.0,0.0,-0.001,0,0
12160000,0.0,-0.0,1.6599643,0.0,0.6748889,0.0,0.0,0.73791933,0.0,0.0,-0.001,0,0
12216000,0.0,-0.0,1.6598909,0.0,0.674916,0.0,0.0,0.7378946,0.0,0.0,-0.001,0,0
12264000,0.0,-0.0,1.6598476,0.0,0.674932,0.0,0.0,0.73788,0.0,0.0,-0.001,0,0
12312000,0.0,-0.0,1.659801,0.0,0.67494917,0.0,0.0,0.7378642,0.0,0.0,-0.001,0,0
12368000,0.0,-0.0,1.6598933,0.0,0.67491513,0.0,0.0,0.73789537,0.0,0.0,-0.001,0,0
12416000,0.0,-0.0,1.6600564,0.0,0.674855,0.0,0.0,0.73795044,0.0,0.0,-0.001,0,0
12464000,0.0,-0.0,1.6600448,0.0,0.6748592,0.0,0.0,0.7379465,0.0,0.0,-0.001,0,0
12512000,0.0,-0.0,1.6600943,0.0,0.674841,0.0,0.0,0.7379632,0.0,0.0,-0.001,0,0
12568000,0.0,-0.0,1.6601001,0.0,0.67483884,0.0,0.0,0.7379651,0.0,0.0,-0.001,0,0
12616000,0.0,-0.0,1.6600521,0.0,0.67485654,0.0,0.0,0.73794895,0.0,0.0,-0.001,0,0
12664000,0.0,-0.0,1.659819,0.0,0.67494255,0.0,0.0,0.7378703,0.0,0.0,-0.001,0,0
12712000,0.0,-0.0,1.6596673,0.0,0.6749985,0.0,0.0,0.7378191,0.0,0.0,-0.001,0,0
12760000,0.0,-0.0,1.659561,0.0,0.6750377,0.0,0.0,0.73778325,0.0,0.0,-0.001,0,0
12816000,0.0,-0.0,1.659376,0.0,0.6751059,0.0,0.0,0.7377208,0.0,0.0,-0.001,0,0
