timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
80048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.022875123,0.0022609357,2.6036855e-11,-0.1757344,0.09940743,-9.777058,-0.0011717908,-0.00958738,2.130516e-05,0.00026893575,0.00040704367,0.0006027838,6.0522043e-06,4.397305e-06,4.006749e-06,11.812771,11.812771
81048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.02339344,0.0023288918,1.6654383e-11,-0.1874181,0.07843422,-9.768438,-0.002428803,-0.006412892,-0.00010652657,0.00017555823,0.00042192824,0.0002968714,8.725577e-06,6.654588e-06,3.4280065e-06,11.812625,11.812625
82048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.02480504,0.0020609011,9.143009e-12,-0.19297266,0.06713359,-9.773514,-0.004495416,-0.0012357067,-0.00021305292,0.00033294543,0.00025578996,0.00046797848,3.784519e-06,3.5632354e-06,1.6548997e-06,11.812489,11.812489
83048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023064643,0.002268407,1.22370985e-11,-0.1874181,0.06445208,-9.77112,0.00055393745,-0.0034940674,0.00019174752,0.0003704531,0.00034437163,0.00035381148,4.077673e-06,5.699475e-06,4.9855034e-06,11.812374,11.812374
84048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023242446,0.002214747,1.8528498e-11,-0.18655619,0.06847434,-9.74986,-0.003536678,-0.0055606803,0.0017257283,0.00023593742,0.00028469937,0.00040436673,4.063488e-06,4.3991963e-06,6.2952386e-06,11.812313,11.812313
85048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024874497,0.0022407514,1.8976659e-11,-0.2030283,0.0769977,-9.751679,-0.0024927189,-0.0065407236,0.0008309062,0.000469563,0.0006953543,0.0006603798,4.059705e-06,4.8824268e-06,5.9595304e-06,11.812222,11.812222
86048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.022292838,0.0020557223,8.887726e-12,-0.19766529,0.07163469,-9.7399,-0.0007669904,-0.0040053944,0.00034088455,0.0003506579,0.000565539,0.00018597073,2.5315237e-06,5.3221574e-06,2.5740783e-06,11.8121605,11.8121605
87048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.0233371,0.002168298,1.6007041e-11,-0.19776106,0.06598437,-9.730323,-0.00624245,0.00038349518,0.0009800433,0.00027944485,0.00026849634,0.00041956006,6.7501e-06,2.9674716e-06,4.744361e-06,11.812099,11.812099
88048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.022627382,0.0020943012,1.728322e-11,-0.1913446,0.07747654,-9.774568,0.0029188246,-0.0072651035,-2.1305434e-05,0.00030233542,0.00036680358,0.00038405924,3.619975e-06,6.9713838e-06,2.3754903e-06,11.812031,11.812031
89048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.021977685,0.0021593873,1.9842116e-11,-0.20063409,0.070581235,-9.743731,-0.0003408846,-0.008351673,0.0010865696,0.00026606978,0.00060910376,0.00040007196,2.0303255e-06,5.4309085e-06,5.2833857e-06,11.811977,11.811977
90048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024399426,0.0022874617,1.4987428e-11,-0.20197485,0.05803562,-9.739421,-0.0034088462,-0.0032597093,-0.00025566353,0.00030470476,0.0006354528,0.00060374837,7.1633513e-06,9.416852e-06,2.792525e-06,11.812008,11.812008
91048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023721246,0.0021410023,1.1307977e-11,-0.1916319,0.03840317,-9.740665,0.0029827403,-0.004303668,0.00023435811,0.0002763303,0.00038810828,0.00054555706,6.004922e-06,4.0880755e-06,2.1296196e-06,11.812069,11.812069
92048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024277745,0.0020997168,1.08018325e-11,-0.19019538,0.027102534,-9.804735,0.0039201733,-0.0021944449,-6.391591e-05,0.00033059515,0.00057643023,0.0004557171,1.0139334e-05,3.4355717e-06,2.6554048e-06,11.812191,11.812191
93048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.022170397,0.0020725934,1.1820006e-11,-0.20283677,0.020590305,-9.777536,0.0015126754,-0.004197142,-6.391597e-05,0.00026918424,0.00025460531,0.00028980226,6.89573e-06,4.286663e-06,2.4189906e-06,11.812313,11.812313
94048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.0225234,0.0021809458,2.5928938e-11,-0.18914193,0.025857547,-9.760011,-0.008990832,-0.00588026,-0.0003408847,0.0005756086,0.00033199004,0.00045147026,1.3577743e-05,3.1083746e-06,3.0705482e-06,11.81245,11.81245
95048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.02402643,0.002209274,2.854953e-11,-0.20858285,0.042904265,-9.764607,-0.010056096,-0.008394284,4.261043e-05,0.0002561912,0.00047525682,0.00036308262,5.3032445e-06,4.5930556e-06,1.7948569e-06,11.812588,11.812588
96048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.0239926,0.002165821,1.4765716e-11,-0.20810401,0.044819627,-9.770163,0.0045167212,-0.0059441756,-0.00023435826,0.00047048,0.00056534796,0.00045632286,4.116445e-06,5.453604e-06,1.7749983e-06,11.812804,11.812804
97048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023295095,0.0022521531,1.5580601e-11,-0.20695479,0.073645815,-9.780218,0.0005539375,-0.006327671,0.00034088446,0.00031722008,0.00033116847,0.00037664268,3.959466e-06,3.3882886e-06,4.7018066e-06,11.813015,11.813015
98048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.02380826,0.0022662226,1.5337795e-11,-0.19862297,0.09241635,-9.797265,0.0040053944,-0.0039414787,-0.00014913714,0.0007382503,0.00017483215,0.00052542513,1.07833275e-05,2.4823498e-06,2.6601328e-06,11.813137,11.813137
99048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023784714,0.0020012034,1.0465308e-11,-0.19239804,0.081690334,-9.769779,-0.0038988679,-0.0027057717,0.0006391586,0.00023066383,0.0006488471,0.00060474285,9.237177e-06,3.5443225e-06,1.0165813e-06,11.813137,11.813137
100048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.035463125,0.0030040636,1.532035e-11,-0.13235147,0.15820901,-9.793242,-0.0034301516,-0.0037710362,0.00029827404,0.00089924876,0.00073750515,0.00049965945,7.401657e-06,4.0644336e-06,3.1934837e-06,11.816161,11.816161
101048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023360712,0.002074235,1.1160425e-11,-0.05707777,0.24545373,-9.841989,-0.0013422333,-0.004197142,-0.00012783187,0.00041017722,0.00030911848,0.00039470015,1.4922466e-06,5.89428e-06,4.451207e-06,11.821325,11.821325
102048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.025184358,0.0020690751,1.552312e-11,-0.016950948,0.29094356,-9.812014,-0.00083090627,-0.005667207,-1.1346333e-10,0.00033959476,0.0008221508,0.00036843203,2.3187508e-06,3.5906594e-06,4.9646997e-06,11.826145,11.826145
103048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.39340428,0.009052931,1.26152595e-11,-0.19574992,0.087532185,-9.784623,-0.0013848437,-0.0047297743,-2.1305392e-05,0.0004548884,0.00024556753,0.00015238317,5.2483965e-06,2.631763e-06,3.6757688e-06,11.827328,11.827328
104048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.052761264,0.0027635775,1.0945055e-11,-0.19594146,0.06627167,-9.76432,8.522116e-05,-0.0047723847,-0.00085221167,0.00026018464,0.00027501196,0.00019810424,3.8223457e-06,3.6521274e-06,3.7117038e-06,11.827328,11.827328
105048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.02613823,0.0022014424,9.755214e-12,-0.2054225,0.082169175,-9.779452,-0.0004048005,-0.0035792885,-0.00068176934,0.00053022883,0.0002907755,0.00056218205,3.3400606e-06,3.1329616e-06,3.8422045e-06,11.827328,11.827328
106048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024115553,0.0020435553,8.8633155e-12,-0.1985272,0.08571259,-9.76614,4.261058e-05,-0.0038775627,-0.00025566353,0.00033672864,0.0003644725,0.0005029651,2.8823624e-06,2.092739e-06,2.2014895e-06,11.827328,11.827328
